step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
1,1.748858582405817,1.7250479261080425,0.09753297559258078,0.09236043294270835,0.0,0.0
2,1.7187561052186149,1.709448238213857,0.10407216597576528,0.1017278762090774,0.0,0.0
3,1.707412878672282,1.7022010485331218,0.11599980568399235,0.13292410714285716,0.0,0.0
4,1.7010928761391413,1.6986607909202576,0.1276914427880527,0.13708525158110121,0.0,0.0
5,1.6972080015000843,1.696938395500183,0.14245265000531465,0.1654145740327381,1.1625744047619049e-06,0.0
6,1.6947116397676014,1.6957918206850688,0.1651139655080782,0.18609561011904763,2.3251488095238097e-06,0.0
7,1.6930240477834428,1.6951557000478108,0.19559965587797615,0.2226193382626488,4.6502976190476195e-06,8.138020833333333e-06
8,1.6918126855577742,1.694843629995982,0.2322256075281675,0.257002185639881,1.743861607142857e-05,0.0
9,1.6908529854956127,1.6940366228421528,0.2741015791082058,0.32330525716145836,2.32514880952381e-05,5.696614583333334e-05
10,1.6901209467933291,1.69401220480601,0.3160831373565051,0.37297508603050594,5.5803571428571434e-05,5.696614583333334e-05
11,1.689281125863393,1.6940641005833943,0.33388759068080354,0.3568513416108631,0.00011044456845238093,6.510416666666667e-05
12,1.6887504855791728,1.6941838065783184,0.3337410647852891,0.3622128441220238,0.00012090773809523807,7.32421875e-05
13,1.6884822107496715,1.6942896445592244,0.3495012971008715,0.3974975585937501,0.00014997209821428575,0.00010579427083333334
14,1.6881458503859383,1.694283366203308,0.36595106060002125,0.3998555501302083,0.00018252418154761908,0.00020345052083333334
15,1.6878551273118882,1.694580336411794,0.37481548283375854,0.41155366443452374,0.00024414062500000005,0.00021158854166666667
16,1.687667040597825,1.694584806760152,0.39292378328284433,0.4281145368303571,0.00030226934523809514,0.0002848307291666667
17,1.6874793626013256,1.694538652896881,0.4093347251009778,0.4574602399553571,0.0003871372767857143,0.0005696614583333334
18,1.6872663100560505,1.6949220697085063,0.42500751521311647,0.453439476376488,0.000390625,0.0003580729166666667
19,1.6870767786389305,1.69504048426946,0.4385265531994048,0.461760021391369,0.00048130580357142865,0.0005289713541666666
20,1.686932092621213,1.6947705348332722,0.45855621545493186,0.49223603748139877,0.0006068638392857142,0.00045572916666666673
