step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
1,8.319334279923211,6.7456099192301435,0.030211779536033156,0.03181995210193452,0.0,0.0
2,6.181995494025094,5.045180161794026,0.07273675827752976,0.1711605980282738,0.0,0.0
3,4.647037823994954,4.256833632787068,0.1701704167995323,0.16621616908482142,0.0,0.0
4,3.9811526650474187,3.968588391939799,0.17016821621226616,0.16945858909970235,0.0,0.0
5,3.6663460163843062,3.86089018980662,0.180374373870642,0.1771391369047619,0.0,0.0
6,3.458448568979899,3.6511260271072388,0.18552146444515302,0.17797386532738094,0.0,0.0
7,3.3054547764006115,3.565468351046244,0.18497194043633078,0.17834414527529763,0.0,0.0
8,3.212241394179208,3.5065380732218423,0.18297397328071857,0.17696358816964286,0.0,0.0
9,3.1093924386160716,3.514818628629049,0.18332050349436652,0.17731904529389883,0.0,0.0
10,3.039539683432806,3.464574615160624,0.18460626926551868,0.17867315383184523,0.0,0.0
11,2.9587320316405523,3.4749737977981567,0.18513885290444307,0.17988891601562504,0.0,0.0
12,2.9111806948979697,3.522396127382914,0.18654967846513604,0.17950642903645833,0.0,0.0
13,2.886058898199172,3.5111300150553384,0.1867897085592049,0.1808497837611607,0.0,0.0
14,2.8575133993512107,3.52610715230306,0.18806077606823973,0.18142903645833333,0.0,0.0
15,2.837891209693182,3.546571214993795,0.18866876096141583,0.18261776878720237,0.0,0.0
16,2.822812415304638,3.5655121008555093,0.1892316960964073,0.18335455031622025,0.0,0.0
17,2.8017202956335887,3.5781246423721313,0.18962817548894564,0.18218035016741072,0.0,0.0
18,2.780906313941592,3.6003087361653647,0.19007709529124153,0.18488856724330358,0.0,0.0
19,2.765011747678121,3.6063332160313926,0.19057816485969392,0.18360450381324403,0.0,0.0
20,2.7498147941771007,3.6489928166071572,0.1909836957243835,0.18363095238095237,0.0,0.0
