step,crossentropy,val crossentropy
1,0.04518985835873351,0.17990583896636964
2,0.017658235491538537,0.08797359347343445
3,0.009347762526298055,0.06247692108154297
4,0.006577782472785639,0.054307292699813846
5,0.0053440257846092696,0.0501614260673523
6,0.0047012393936818955,0.04966204941272735
7,0.004614828082979942,0.04954330563545227
8,0.004548342459055842,0.04953632831573486
9,0.0044850212213944415,0.04859106242656708
10,0.004423719012007421,0.04897343397140503
11,0.004365558587774938,0.04896207690238953
12,0.0043030580817436685,0.04834365129470825
13,0.004248758517965978,0.04837170362472534
14,0.0041965303007437255,0.04790279805660248
15,0.004145140234304934,0.04822844684123993
16,0.004094232904667756,0.047950400710105895
17,0.004084380329871664,0.047868101000785826
18,0.004081149040436258,0.04812992334365845
19,0.004074284993872351,0.04792346000671387
20,0.004069510223914166,0.047766717672348025
21,0.0040693427835192,0.04779144048690796
22,0.004053910435462485,0.04803275048732757
23,0.004057538436383618,0.04771488130092621
24,0.0040511537571342624,0.047638247013092036
25,0.0040430464428298325,0.04775207996368408
26,0.004039355333970517,0.047633172869682314
27,0.004035366031588341,0.047831277251243594
28,0.004029761917737066,0.04783692002296448
29,0.004022625088691711,0.04767117381095886
30,0.004011085994389592,0.04775502622127533
