step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
1,1.7298238674799602,1.7084915240605671,0.3958648474038052,0.4980218796502976,0.0,0.0
2,1.7046163224038624,1.6995048920313518,0.6388960857780613,0.7233410063244049,0.0,0.0
3,1.6975385489917936,1.696097234884898,0.7396180029629039,0.7632542201450893,8.138020833333333e-06,8.138020833333333e-06
4,1.6942972909836542,1.6947165131568909,0.7762700294961733,0.7951939174107143,0.00010695684523809526,8.951822916666666e-05
5,1.6923039186568487,1.6939569115638733,0.7991846201371173,0.8089032854352678,0.0003906250000000001,0.00017089843750000002
6,1.6908956993193853,1.693106472492218,0.8131989563403489,0.8181239536830357,0.0008079892113095238,0.0002034505208333333
7,1.6899462796392895,1.693330446879069,0.8300018102944302,0.8362778436569941,0.002861095610119048,0.0005777994791666667
8,1.689271750904265,1.6928819020589192,0.8444915563881801,0.8489065987723214,0.009234328497023806,0.0015543619791666668
9,1.6885503814333962,1.6927686134974163,0.8575446926817601,0.8649989536830357,0.025810314360119054,0.023152669270833332
10,1.6880329932485307,1.6927785674730937,0.8705103037308672,0.8862371535528273,0.05711379278273811,0.1918701171875
11,1.6874203625179471,1.6929652690887451,0.8781184812792304,0.8842569986979166,0.08804873511904764,0.18693847656249998
12,1.687096899464017,1.6930679678916931,0.878132307610544,0.8832496279761904,0.07017764136904761,0.12548014322916665
13,1.6868519641104198,1.6932461857795715,0.8828635702327807,0.8866966610863095,0.10279134114583333,0.23481445312500002
14,1.686675040494828,1.6937872568766277,0.8834105199697068,0.8905093238467262,0.09793526785714286,0.22709147135416666
15,1.6864529564267112,1.6932568550109863,0.8866749873777635,0.8969325474330357,0.11203031994047619,0.26884765625
16,1.686257200581687,1.6935975352923076,0.8910240536644343,0.882460239955357,0.14147832961309526,0.007275390624999999
17,1.6861049249058677,1.6937983234723408,0.8901721772693453,0.897236560639881,0.10060570126488091,0.23514811197916666
18,1.6859597734042577,1.694044013818105,0.8942487444196425,0.8976114908854167,0.13774065290178572,0.2815348307291667
19,1.6858121781122117,1.694384495417277,0.8941439466411568,0.9008544921875,0.11601446242559524,0.2942626953125
20,1.6857241420518785,1.6945459246635437,0.8996604867532951,0.8916349865141369,0.1844331287202381,0.013761393229166669
21,1.6854487856229146,1.6945160230000813,0.9001542902317178,0.9010814848400298,0.17891206287202382,0.2907796223958333
22,1.6853181379181998,1.6951028108596802,0.9003322471566751,0.9015866234188988,0.19328148251488095,0.29051106770833335
23,1.685217647325425,1.6947182218233745,0.8997513751594391,0.8902959914434524,0.17255394345238093,0.012931315104166667
24,1.6851071743738084,1.6955699721972148,0.900010172526042,0.8987479073660714,0.1717715308779762,0.29377441406250004
25,1.6850603109314328,1.6953978339831035,0.9025421350180698,0.9019037155877977,0.22096586681547617,0.30316569010416666
26,1.6849896226610457,1.6954379081726074,0.9032833177216197,0.9024759928385416,0.24124697730654765,0.3020100911458334
27,1.6849092557316734,1.6949672897656758,0.9024582220583548,0.8904631115141369,0.20897972470238094,0.011149088541666666
28,1.6848372533207847,1.6955543160438538,0.9042844188456634,0.9026012602306547,0.2345458984375,0.2996744791666666
29,1.6848142005148388,1.696048120657603,0.9037005988919005,0.9038074311755953,0.23297061011904763,0.3098225911458334
30,1.6847365981056577,1.6963347593943279,0.9012421277104592,0.9023850213913692,0.18790922619047615,0.31497395833333336
