step,crossentropy,val crossentropy
1,1.5419162103107997,0.8597631216049194
2,0.5866080284118652,0.42005492448806764
3,0.31776293431009567,0.30579137802124023
4,0.2288670825106757,0.2692006349563599
5,0.18705973838056836,0.2503617912530899
6,0.1644776237862451,0.24874835908412934
7,0.16159538754395075,0.2499648541212082
8,0.15906162134238652,0.2480409860610962
9,0.1567330756357738,0.24714174270629882
10,0.154827675649098,0.24403167963027955
