step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
1,8.492269981475104,7.125619014104207,0.07773479020514455,0.08317987351190476,0.0,0.0
2,6.7349042892456055,5.563610951105754,0.08369950275031889,0.13430292038690475,0.0,0.0
3,5.348795164199102,4.786308765411377,0.18804105382387326,0.1884431384858631,0.0,0.0
4,4.629329874402001,4.2405211130778,0.1972365191193665,0.1758576892671131,0.0,0.0
5,4.100189822060721,3.972840189933777,0.197170335419324,0.18337315150669645,0.0,0.0
6,3.8172311726070585,3.8331702947616577,0.19920936636373301,0.19055350167410715,0.0,0.0
7,3.648364543914795,3.6829381386439004,0.19946073155824834,0.18407418387276786,0.0,0.0
8,3.5078218494142805,3.6357471148173013,0.1994114051870748,0.18743576776413692,0.0,0.0
9,3.397017762774513,3.5789329210917153,0.1994954011878189,0.19124348958333337,0.0,0.0
10,3.305799279894148,3.5619210402170816,0.19928551498724495,0.1944237118675595,0.0,0.0
11,3.2183626095453897,3.5529590447743735,0.20097211980495325,0.1944059826078869,0.0,0.0
12,3.1656681355975924,3.5434513886769614,0.20135365181228743,0.1943426223028274,0.0,0.0
13,3.126909993943714,3.5531439781188965,0.2005788790125425,0.1922665550595238,0.0,0.0
14,3.0949383974075317,3.5677423079808555,0.2007702885841836,0.19117664155505953,0.0,0.0
15,3.0712558712278093,3.5526785055796304,0.20019377624096518,0.18806937081473216,0.0,0.0
16,3.0465368145988103,3.538008371988932,0.20137926996970668,0.18819841657366074,0.0,0.0
17,3.022719042641776,3.5612106323242188,0.2017020089285714,0.18977806454613097,0.0,0.0
18,3.0043639966419766,3.5872311194737754,0.20326907618516155,0.1877508254278274,0.0,0.0
19,2.9826239971887496,3.575580279032389,0.2045684191645408,0.19138503301711307,0.0,0.0
20,2.9613427094050815,3.597446878751119,0.20534867267219392,0.19099586123511905,0.0,0.0
