step,crossentropy,val crossentropy,acc micro,val acc micro
1,0.04117618139638922,0.2850068873829312,0.07941574823288691,0.036610339936755956
2,0.04059794376226239,0.28346872329711914,0.048303388738307806,0.053016008649553574
3,0.040425601730000676,0.2828518549601237,0.04911013233418368,0.051883370535714284
4,0.0403286755895939,0.28253571192423504,0.04641968603847788,0.05638979957217261
5,0.040267817490225205,0.2824079692363739,0.05140447292198132,0.0674162365141369
6,0.04022826176652022,0.28236620293723214,0.05790471706260628,0.05613257998511905
7,0.04022077286865165,0.28232892354329425,0.05477220184948979,0.056356375558035715
8,0.04021653857360892,0.28233924176957875,0.05492416693239796,0.055676560174851196
9,0.040212810242257147,0.2823188503583272,0.054698046210671765,0.055062430245535705
10,0.04020828988546687,0.28232038683361477,0.05462771045918365,0.057189069475446434
11,0.040203830147005806,0.28228822681638926,0.05522066492612669,0.05532865978422619
12,0.04020019811567536,0.2823290195729998,0.05499072431707058,0.05468982514880952
13,0.040197688706067145,0.2823154793845283,0.05487645986128827,0.056259881882440486
14,0.04019267373885157,0.282282421986262,0.055402192615327375,0.05519002278645833
15,0.04018975959883796,0.28232020470831126,0.05534070073341836,0.05858444940476191
16,0.0401859121257756,0.2822691963778602,0.05572634327168367,0.05606427873883929
17,0.04018499879609971,0.2822849949200948,0.05542909790869474,0.056368291945684525
18,0.040184904996499994,0.2822619875272115,0.05538031130420919,0.05633515857514881
19,0.040184666848236746,0.2822768555747138,0.05540215109481294,0.05621715727306547
20,0.040184164060757005,0.28227904770109385,0.05542681428039965,0.05630841936383929
21,0.040183904152067886,0.2822711666425069,0.05542627451371174,0.05632033575148809
22,0.04018401025103874,0.28225818938679165,0.05529805916507228,0.05632091703869047
23,0.040183864145322185,0.28227100769678753,0.055480749428677714,0.05665922619047619
24,0.04018257257619412,0.2822791205512153,0.05549187692655188,0.05661766415550595
25,0.04018298122617933,0.28229275014665395,0.05557765830941751,0.0566618419828869
26,0.04018314699737393,0.2822767992814382,0.05547506111819729,0.05644792829241071
27,0.04018230063844971,0.282290647427241,0.05546962193080357,0.05646391369047619
28,0.04018140251404033,0.28228438562817043,0.05559335306388179,0.056356956845238095
29,0.040181232079897336,0.28228751487202114,0.05548079094919217,0.05655314127604166
30,0.04018017365818932,0.28230371077855426,0.05549897693452381,0.056500534784226196
