step,crossentropy,val crossentropy,acc micro,val acc micro,acc macro,val acc macro
1,1.4278915950230189,0.7329980333646139,0.5880161839581671,0.7863037089506785,0.292038128312145,0.5071036120255789
2,0.5482254156044551,0.38572685917218524,0.8359479634534746,0.8895426392555237,0.5963770704610007,0.6886858642101288
3,0.3202005738303775,0.2857382148504257,0.9062674386160714,0.9172770182291666,0.7236412039824894,0.7577306727568308
4,0.22307572797650382,0.24345398445924124,0.9349179211116972,0.9287028014659882,0.778300241345451,0.7857954502105713
5,0.1703363468959218,0.22181217869122824,0.9500732436066582,0.9350260496139526,0.8129105823380607,0.7953862249851227
6,0.14104876206034705,0.2203334098060926,0.9589378734429678,0.9363688230514526,0.8307029321080163,0.8082751135031382
7,0.13697686773680506,0.21609273304541907,0.9601829860891614,0.937255859375,0.83558908530644,0.8060317734877268
8,0.13363085385589374,0.21572443594535193,0.9611235133239201,0.9374918639659882,0.8384962379932404,0.810657928387324
9,0.1306700805823008,0.2164807692170143,0.9618861632687705,0.937573234240214,0.8396445668879009,0.806625485420227
10,0.12794629981120428,0.21364468336105347,0.9625255777722314,0.9384114642937978,0.8418798787253243,0.8112826148668925
11,0.12503176288945334,0.2136079048117002,0.9636904781772977,0.9380533893903097,0.8448830317883265,0.8114336927731832
12,0.12233869926560492,0.21196354428927103,0.9642438618909746,0.938818355401357,0.8480861811410814,0.8136552373568217
13,0.12013753982526916,0.21071759363015494,0.9649065321400052,0.9392415285110474,0.8470096077237811,0.8174257874488831
14,0.11751593578429449,0.20955394705136618,0.9655354846091497,0.9395589232444763,0.851420426652545,0.818461020787557
15,0.11481847986578941,0.20950170854727426,0.966293481134233,0.939721683661143,0.8552056550979614,0.8184322019418081
16,0.11293544496099155,0.21047031631072363,0.9669677686123621,0.9396077394485474,0.8558268972805568,0.8162708779176077
17,0.11243627468744914,0.20853707939386368,0.9672572527612958,0.9397216737270355,0.8565860078448341,0.8164793848991394
18,0.11229181342891284,0.20787590245405832,0.9672154003665561,0.940283199151357,0.8579386912641072,0.8189822236696879
19,0.11196996821534067,0.20828686654567719,0.9672630670524779,0.9401448667049408,0.8566620860780988,0.8163965046405792
20,0.11186292643348376,0.20991178353627524,0.9672560904707227,0.9397542377312978,0.8574559021563757,0.8173099060853323
21,0.11159104800650052,0.2105520541469256,0.9674688449927739,0.939721683661143,0.8575470206283388,0.8189028898874918
22,0.11119173892906734,0.20987615982691446,0.9675327837467194,0.9397460917631785,0.8557741585231963,0.8190131783485413
23,0.11131646076128596,0.20944276452064514,0.9674397777943384,0.9395589133103689,0.8582541715531122,0.8213574091593424
24,0.1109773630187625,0.20831173658370972,0.9675723143986293,0.940136710802714,0.8572872337840852,0.8193292319774628
25,0.11043606467899822,0.2082152714331945,0.9676095147927603,0.940209964911143,0.8590797682603201,0.820077528556188
26,0.11020330658980779,0.2096191719174385,0.9677373965581259,0.9399413963158926,0.8593244510037559,0.8204964399337769
27,0.10983940941237268,0.20942743122577667,0.9678687694526854,0.9399820864200592,0.8585372723284221,0.8240604897340139
28,0.10982794758109819,0.20963909725348154,0.967818775347301,0.9399658143520355,0.8576191379910424,0.8197778364022573
29,0.10957988103230794,0.20850310722986856,0.9678524917080289,0.9402018189430237,0.8609764434042431,0.8201472759246826
30,0.10930526629090309,0.2092002828915914,0.9679455033370427,0.9400878846645355,0.8596494581018176,0.8214583694934845
